2017-06-08,chartboost,FR,ios,3182,123,23,46.0,49.27
2017-06-08,chartboost,GB,android,3395,124,24,48.0,20.0
2017-06-08,chartboost,GB,ios,3287,146,27,54.0,20.0
2017-06-08,chartboost,US,android,3448,106,28,56.0,110.32
2017-06-08,chartboost,US,ios,6624,171,38,76.0,80.0
2017-06-08,facebook,CA,ios,3307,105,21,42.0,80.32
2017-06-08,facebook,DE,android,13323,419,80,167.6,370.07
2017-06-08,facebook,FR,android,3382,94,22,37.6,10.0
2017-06-08,facebook,GB,android,6692,182,18,78.6,68.4
2017-06-08,facebook,US,android,6956,223,54,89.2,139.04
2017-06-08,google,CA,android,3275,110,18,33.33,20.0
2017-06-08,google,DE,android,3441,32,4,33.33,10.0
2017-06-08,google,FR,android,3467,99,26,33.33,121.0
2017-06-08,google,FR,ios,3257,101,21,33.33,59.27
2017-06-08,google,GB,android,6725,261,48,66.66,179.2
2017-06-08,google,US,android,6915,186,36,66.66,209.92
2017-06-08,google,US,ios,6554,187,24,66.66,40.0
2017-06-08,unityads,CA,android,3443,88,16,32.0,80.0
2017-06-08,unityads,CA,ios,3259,137,23,46.0,119.2
2017-06-08,unityads,DE,ios,3258,101,21,42.0,70.5
2017-06-08,unityads,GB,android,6759,192,48,96.0,159.92
2017-06-08,unityads,GB,ios,3174,99,25,50.0,129.2
2017-06-08,unityads,US,android,3438,130,26,104.0,60.0
2017-06-08,unityads,US,ios,10249,331,59,118.0,89.6
2017-06-08,vungle,GB,android,9782,361,68,136.0,218.8
2017-06-08,vungle,GB,ios,6408,212,38,76.0,10.0
2017-06-08,vungle,US,android,6348,207,48,96.0,150.5
2017-06-08,vungle,US,ios,10316,308,61,122.0,290.16
2017-06-09,adcolony,US,android,15971,374,72,112.2,283.77
2017-06-09,adcolony,US,ios,16824,491,115,147.3,258.8
2017-06-09,apple_search_ads,DE,ios,3331,116,28,56.0,129.2
2017-06-09,apple_search_ads,GB,ios,6423,228,55,110.0,40.0
2017-06-09,apple_search_ads,US,ios,23105,676,125,250.0,467.52
2017-06-09,chartboost,CA,android,3172,90,18,36.0,10.0
2017-06-09,chartboost,DE,android,6492,146,24,78.0,60.24
2017-06-09,chartboost,FR,ios,6532,205,38,90.0,30.0
2017-06-09,chartboost,GB,android,6354,302,56,112.0,129.6
2017-06-09,chartboost,US,android,3395,78,12,24.0,10.0
2017-06-09,chartboost,US,ios,6952,186,36,72.0,70.0
2017-06-09,facebook,CA,ios,3250,86,15,34.4,110.64
2017-06-09,facebook,DE,android,6719,174,28,69.6,0.0
2017-06-09,facebook,DE,ios,6429,244,46,97.6,79.6
2017-06-09,facebook,FR,ios,3421,108,17,43.2,50.0
2017-06-09,facebook,GB,android,3227,71,6,35.5,0.0
2017-06-09,facebook,GB,ios,3374,135,11,54.0,0.0
2017-06-09,facebook,US,android,6644,219,32,87.6,89.44
2017-06-09,google,CA,android,3284,99,24,33.33,60.0
2017-06-09,google,DE,ios,3227,24,3,33.33,0.0
2017-06-09,google,FR,ios,6441,191,44,66.66,108.55
2017-06-09,google,GB,android,3349,122,26,33.33,49.6
2017-06-09,google,GB,ios,3289,122,25,33.33,79.6
2017-06-09,google,US,android,3310,101,22,33.33,10.0
2017-06-09,google,US,ios,10417,256,53,99.99,228.4
2017-06-09,unityads,CA,ios,6949,227,44,88.0,40.0
2017-06-09,unityads,DE,android,3354,98,18,36.0,0.0
2017-06-09,unityads,GB,android,6920,199,42,84.0,60.0
2017-06-09,unityads,GB,ios,3324,107,23,46.0,70.32
2017-06-09,unityads,US,android,6672,267,56,176.0,149.6
2017-06-09,unityads,US,ios,6904,195,34,68.0,79.27
2017-06-09,vungle,GB,android,6856,227,48,96.0,110.0
2017-06-09,vungle,GB,ios,9788,345,57,114.0,149.2
2017-06-09,vungle,US,android,6748,198,48,96.0,110.0
2017-06-09,vungle,US,ios,9725,306,57,114.0,100.32
2017-06-10,adcolony,US,android,13420,308,68,92.4,156.4
2017-06-10,adcolony,US,ios,20184,479,82,143.7,387.84
2017-06-10,apple_search_ads,DE,ios,3331,132,28,56.0,79.6
2017-06-10,apple_search_ads,GB,ios,6673,232,44,88.0,30.0
2017-06-10,apple_search_ads,US,ios,24242,696,142,284.0,308.49
2017-06-10,chartboost,CA,android,3334,94,18,36.0,59.6
2017-06-10,chartboost,DE,android,3490,32,4,20.0,10.0
2017-06-10,chartboost,DE,ios,3429,103,25,50.0,70.24
2017-06-10,chartboost,FR,android,3268,61,8,32.0,48.4
2017-06-10,chartboost,FR,ios,3212,139,21,42.0,20.0
2017-06-10,chartboost,GB,ios,6343,292,54,108.0,228.4
2017-06-10,chartboost,US,android,6521,210,44,88.0,170.32
2017-06-10,chartboost,US,ios,3376,92,21,42.0,69.44
2017-06-10,facebook,CA,ios,3246,102,15,40.8,20.0
2017-06-10,facebook,DE,android,6615,195,44,78.0,190.0
2017-06-10,facebook,DE,ios,6412,191,28,76.4,59.6
2017-06-10,facebook,FR,android,3166,102,16,40.8,59.6
2017-06-10,facebook,GB,ios,6593,205,24,88.4,10.0
2017-06-10,facebook,US,android,3472,122,24,48.8,129.2
2017-06-10,facebook,US,ios,3253,95,17,38.0,40.0
2017-06-10,google,CA,ios,3380,103,23,33.33,20.0
2017-06-10,google,DE,android,3381,31,2,33.33,0.0
2017-06-10,google,FR,android,3340,111,18,33.33,10.0
2017-06-10,google,FR,ios,3285,78,11,33.33,10.0
2017-06-10,google,GB,ios,6948,250,54,66.66,109.6
2017-06-10,google,US,android,10179,297,64,99.99,228.8
2017-06-10,google,US,ios,3311,105,23,33.33,130.64
2017-06-10,unityads,CA,android,3176,80,18,36.0,60.0
2017-06-10,unityads,CA,ios,3384,141,35,70.0,40.0
2017-06-10,unityads,DE,android,3250,91,20,40.0,20.0
2017-06-10,unityads,GB,android,6372,217,38,76.0,149.92
2017-06-10,unityads,GB,ios,3179,108,29,58.0,89.6
2017-06-10,unityads,US,android,6556,280,58,172.0,60.0
2017-06-10,unityads,US,ios,6957,200,46,92.0,240.23
2017-06-10,vungle,GB,android,13811,455,88,176.0,367.6
2017-06-10,vungle,GB,ios,3172,97,25,50.0,30.0
2017-06-10,vungle,US,android,6698,202,42,84.0,110.64
2017-06-10,vungle,US,ios,9658,298,57,114.0,40.0
2017-06-11,adcolony,US,android,9609,251,36,75.3,90.0
2017-06-11,adcolony,US,ios,24317,599,135,179.7,379.6
2017-06-11,apple_search_ads,DE,ios,3374,127,14,28.0,20.0
2017-06-11,apple_search_ads,GB,ios,6685,215,32,64.0,70.0
2017-06-11,apple_search_ads,US,ios,23642,688,150,300.0,270.08
2017-06-11,chartboost,CA,android,3183,102,22,44.0,59.6
2017-06-11,chartboost,DE,android,3272,92,14,28.0,20.0
2017-06-11,chartboost,DE,ios,3331,37,9,45.0,0.0
2017-06-11,chartboost,FR,ios,6646,203,34,78.0,30.0
2017-06-11,chartboost,GB,android,6542,250,48,96.0,60.0
2017-06-11,chartboost,US,android,3483,111,24,48.0,188.33
2017-06-11,chartboost,US,ios,6420,177,26,52.0,20.0
2017-06-11,facebook,CA,ios,3203,96,17,38.4,30.0
2017-06-11,facebook,DE,android,6354,156,24,62.4,88.4
2017-06-11,facebook,DE,ios,6674,228,48,91.2,130.0
2017-06-11,facebook,FR,ios,3279,100,15,40.0,69.6
2017-06-11,facebook,GB,android,3346,55,4,43612,20.0
2017-06-11,facebook,GB,ios,3416,128,15,51.2,58.4
2017-06-11,facebook,US,android,3283,100,20,40.0,59.44
2017-06-11,facebook,US,ios,3319,118,25,47.2,79.6
2017-06-11,google,CA,ios,3273,84,11,33.33,60.0
2017-06-11,google,DE,android,3464,35,4,33.33,0.0
2017-06-11,google,FR,android,3450,97,22,33.33,111.0
2017-06-11,google,FR,ios,3253,90,13,33.33,10.0
2017-06-11,google,GB,android,3206,127,30,33.33,30.0
2017-06-11,google,GB,ios,3380,147,29,33.33,40.0
2017-06-11,google,US,android,10281,284,64,99.99,190.64
2017-06-11,google,US,ios,3459,99,17,33.33,20.0
2017-06-11,unityads,CA,ios,6947,223,38,76.0,50.0
2017-06-11,unityads,DE,ios,3184,97,17,34.0,60.0
2017-06-11,unityads,GB,android,6747,194,34,68.0,90.0
2017-06-11,unityads,GB,ios,3273,100,23,46.0,69.6
2017-06-11,unityads,US,android,6674,250,50,140.0,248.4
2017-06-11,unityads,US,ios,6991,193,32,64.0,287.41
2017-06-11,vungle,GB,android,3182,109,20,40.0,60.0
2017-06-11,vungle,GB,ios,13689,502,108,216.0,428.0
2017-06-11,vungle,US,android,6621,174,38,76.0,89.6
2017-06-11,vungle,US,ios,9679,296,57,114.0,180.82
2017-06-12,adcolony,US,android,19627,494,94,148.2,399.12
2017-06-12,adcolony,US,ios,13956,369,72,110.7,149.2
2017-06-12,apple_search_ads,DE,ios,3488,136,24,48.0,59.6
2017-06-12,apple_search_ads,GB,ios,6794,191,27,54.0,0.0
2017-06-12,apple_search_ads,US,ios,24473,652,122,244.0,398.88
2017-06-12,chartboost,CA,ios,3294,102,25,50.0,89.6
2017-06-12,chartboost,DE,android,3371,110,18,36.0,20.0
2017-06-12,chartboost,DE,ios,3294,28,5,25.0,20.0
2017-06-12,chartboost,FR,ios,6859,173,30,78.0,167.82
2017-06-12,chartboost,GB,android,3296,118,20,40.0,40.0
2017-06-12,chartboost,GB,ios,3466,136,23,46.0,50.0
2017-06-12,chartboost,US,android,6547,188,46,92.0,349.29
2017-06-12,chartboost,US,ios,3282,114,21,42.0,30.0
2017-06-12,facebook,CA,android,3305,93,14,37.2,20.0
2017-06-12,facebook,DE,android,12764,397,64,158.8,98.4
2017-06-12,facebook,FR,android,3227,80,10,32.0,59.6
2017-06-12,facebook,GB,android,3237,125,18,50.0,20.0
2017-06-12,facebook,GB,ios,3378,71,7,35.5,0.0
2017-06-12,facebook,US,ios,6739,228,44,91.2,109.44
2017-06-12,google,CA,ios,3440,90,13,33.33,70.0
2017-06-12,google,FR,android,6783,207,34,66.66,40.0
2017-06-12,google,GB,android,3290,145,28,33.33,89.6
2017-06-12,google,GB,ios,3495,127,21,33.33,79.6
2017-06-12,google,US,android,10057,283,54,99.99,311.28
2017-06-12,google,US,ios,3463,111,19,33.33,30.0
2017-06-12,unityads,CA,android,3247,98,20,40.0,90.0
2017-06-12,unityads,CA,ios,3192,103,23,46.0,119.2
2017-06-12,unityads,DE,android,3348,99,18,36.0,60.5
2017-06-12,unityads,GB,ios,10339,280,51,102.0,259.12
2017-06-12,unityads,US,android,6744,222,52,164.0,40.0
2017-06-12,unityads,US,ios,6410,233,46,92.0,69.6
2017-06-12,vungle,GB,android,10305,302,66,132.0,268.0
2017-06-12,vungle,GB,ios,6503,233,50,100.0,258.4
2017-06-12,vungle,US,android,6399,209,48,96.0,120.1
2017-06-12,vungle,US,ios,9802,275,63,126.0,240.96
2017-06-13,adcolony,US,android,20867,440,86,132.0,309.44
2017-06-13,adcolony,US,ios,13060,352,68,105.6,228.49
2017-06-13,apple_search_ads,DE,ios,3348,128,23,46.0,69.6
2017-06-13,apple_search_ads,GB,ios,6728,234,51,102.0,188.55
2017-06-13,apple_search_ads,US,ios,22227,688,137,274.0,518.88
2017-06-13,chartboost,CA,ios,3391,81,13,26.0,10.0
2017-06-13,chartboost,DE,ios,6583,130,22,65.0,90.24
2017-06-13,chartboost,FR,android,6569,200,26,56.0,40.0
2017-06-13,chartboost,GB,android,3347,129,24,48.0,50.0
2017-06-13,chartboost,GB,ios,3326,121,21,42.0,59.6
2017-06-13,chartboost,US,android,6462,220,40,80.0,90.32
2017-06-13,chartboost,US,ios,3251,106,13,26.0,10.0
2017-06-13,facebook,CA,ios,3177,95,19,38.0,10.0
2017-06-13,facebook,DE,android,6650,194,32,77.6,79.6
2017-06-13,facebook,DE,ios,6856,171,26,68.4,58.4
2017-06-13,facebook,FR,android,3310,115,20,46.0,69.6
2017-06-13,facebook,GB,ios,6994,197,22,84.6,0.0
2017-06-13,facebook,US,android,3225,125,26,50.0,20.0
2017-06-13,facebook,US,ios,3169,104,23,41.6,108.89
2017-06-13,google,CA,ios,3323,108,19,33.33,20.0
2017-06-13,google,DE,ios,3404,33,5,33.33,0.0
2017-06-13,google,FR,ios,6914,202,34,66.66,79.27
2017-06-13,google,GB,android,3326,142,30,33.33,79.6
2017-06-13,google,GB,ios,3252,127,35,33.33,149.2
2017-06-13,google,US,android,10113,285,56,99.99,230.24
2017-06-13,google,US,ios,3307,87,17,33.33,20.0
2017-06-13,unityads,CA,android,3169,121,28,56.0,70.0
2017-06-13,unityads,CA,ios,3321,141,37,74.0,149.2
2017-06-13,unityads,DE,ios,3225,99,19,38.0,40.0
2017-06-13,unityads,GB,android,3419,100,16,32.0,40.0
2017-06-13,unityads,GB,ios,6808,177,28,56.0,10.0
2017-06-13,unityads,US,ios,13111,418,78,194.0,130.32
2017-06-13,vungle,GB,android,12904,464,104,208.0,348.8
2017-06-13,vungle,GB,ios,3477,121,21,42.0,69.6
2017-06-13,vungle,US,android,9700,285,50,100.0,110.0
2017-06-13,vungle,US,ios,6765,219,46,92.0,60.0
2017-06-14,adcolony,US,android,13080,384,72,115.2,278.8
2017-06-14,adcolony,US,ios,20161,401,66,120.3,334.48
2017-06-14,apple_search_ads,DE,ios,3391,134,18,36.0,69.6
2017-06-14,apple_search_ads,GB,ios,6954,238,41,82.0,60.0
2017-06-14,apple_search_ads,US,ios,23533,710,132,264.0,340.24
2017-06-14,chartboost,CA,android,3258,110,22,44.0,69.6
2017-06-14,chartboost,DE,android,3393,39,14,70.0,58.4
2017-06-14,chartboost,DE,ios,3357,107,21,42.0,0.0
2017-06-14,chartboost,FR,android,3494,63,2,8.0,0.0
2017-06-14,chartboost,FR,ios,3475,122,33,66.0,187.82
2017-06-14,chartboost,GB,android,3195,130,34,68.0,119.2
2017-06-14,chartboost,GB,ios,3328,139,29,58.0,10.0
2017-06-14,chartboost,US,android,6647,215,34,68.0,80.32
2017-06-14,chartboost,US,ios,3291,85,13,26.0,20.0
2017-06-14,facebook,CA,android,3255,95,20,38.0,180.96
2017-06-14,facebook,DE,android,6854,175,28,70.0,118.4
2017-06-14,facebook,DE,ios,6637,247,50,98.8,280.31
2017-06-14,facebook,FR,android,3340,89,16,35.6,10.0
2017-06-14,facebook,GB,ios,6452,198,14,85.5,68.4
2017-06-14,facebook,US,android,3374,121,34,48.4,30.0
2017-06-14,facebook,US,ios,3418,135,45,54.0,20.0
2017-06-14,google,CA,ios,3315,92,25,33.33,20.0
2017-06-14,google,DE,android,3345,37,2,33.33,0.0
2017-06-14,google,FR,android,3190,119,18,33.33,20.0
2017-06-14,google,FR,ios,3392,107,23,33.33,69.27
2017-06-14,google,GB,android,3252,131,30,33.33,119.2
2017-06-14,google,GB,ios,3337,122,27,33.33,10.0
2017-06-14,google,US,android,6735,186,34,66.66,220.24
2017-06-14,google,US,ios,6832,199,44,66.66,140.64
2017-06-14,unityads,CA,ios,6385,210,32,64.0,40.0
2017-06-14,unityads,DE,ios,3348,104,15,30.0,80.5
2017-06-14,unityads,GB,ios,9824,274,59,118.0,110.32
2017-06-14,unityads,US,android,6818,215,52,168.0,309.44
2017-06-14,unityads,US,ios,6547,231,44,88.0,20.0
2017-06-14,vungle,GB,android,10419,315,50,100.0,190.0
2017-06-14,vungle,GB,ios,6674,286,58,116.0,178.8
2017-06-14,vungle,US,android,3280,118,26,52.0,60.5
2017-06-14,vungle,US,ios,13255,381,78,156.0,120.0
2017-06-15,adcolony,US,android,13223,286,52,85.8,136.8
2017-06-15,adcolony,US,ios,20958,545,96,163.5,249.12
2017-06-15,apple_search_ads,DE,ios,3174,136,27,54.0,188.8
2017-06-15,apple_search_ads,GB,ios,6918,244,58,116.0,229.27
2017-06-15,apple_search_ads,US,ios,23724,729,148,296.0,319.52
2017-06-15,chartboost,CA,ios,3251,107,27,54.0,40.0
2017-06-15,chartboost,DE,android,3301,108,16,32.0,20.0
2017-06-15,chartboost,DE,ios,3367,39,7,35.0,58.4
2017-06-15,chartboost,FR,android,3237,120,28,56.0,49.27
2017-06-15,chartboost,FR,ios,3229,62,7,28.0,0.0
2017-06-15,chartboost,GB,ios,6786,230,50,100.0,188.8
2017-06-15,chartboost,US,android,6599,181,34,68.0,90.32
2017-06-15,chartboost,US,ios,3223,89,11,22.0,69.44
2017-06-15,facebook,CA,android,3456,93,18,37.2,20.0
2017-06-15,facebook,DE,android,6836,165,40,66.0,130.0
2017-06-15,facebook,DE,ios,6792,206,40,82.4,69.6
2017-06-15,facebook,FR,ios,3434,108,19,43.2,69.6
2017-06-15,facebook,GB,android,6851,211,18,90.9,88.4
2017-06-15,facebook,US,ios,6654,194,34,77.6,79.44
2017-06-15,google,CA,android,3237,102,28,33.33,90.0
2017-06-15,google,DE,android,3170,32,8,33.33,10.0
2017-06-15,google,FR,android,3240,92,16,33.33,10.0
2017-06-15,google,FR,ios,3481,109,9,33.33,60.5
2017-06-15,google,GB,android,3455,123,12,33.33,30.0
2017-06-15,google,GB,ios,3288,137,21,33.33,20.0
2017-06-15,google,US,android,3389,93,14,33.33,10.0
2017-06-15,google,US,ios,9730,275,63,99.99,250.96
2017-06-15,unityads,CA,android,3271,131,24,48.0,10.0
2017-06-15,unityads,CA,ios,3410,101,19,38.0,10.0
2017-06-15,unityads,DE,android,3382,85,14,28.0,10.0
2017-06-15,unityads,GB,android,6710,185,46,92.0,119.92
2017-06-15,unityads,GB,ios,3231,97,23,46.0,30.0
2017-06-15,unityads,US,android,9618,342,64,188.0,159.2
2017-06-15,unityads,US,ios,3471,94,23,46.0,40.0
2017-06-15,vungle,GB,android,10298,381,74,148.0,99.6
2017-06-15,vungle,GB,ios,6654,198,34,68.0,119.6
2017-06-15,vungle,US,android,9769,300,64,128.0,299.52
2017-06-15,vungle,US,ios,6548,211,36,72.0,90.0
